id	col
0	-7.6247576202561
1	21.888525170009743
2	8.811621914288533
3	23.29356001325071
4	24.336125384280162
5	-10.879950273569545
6	-4.562667153393086
7	-5.145147094997004
8	-3.599039650521738
9	-18.28705717735657
10	16.006495492802912
11	-11.326825834997434
12	6.118769906422442
13	-1.4331346078867098
14	-5.8542175531907965
15	4.832260295034269
16	-1.6362663584163695
17	4.210560826457432
18	-20.59222122210531
19	4.27957352807284
20	2.2140990266896408
21	-0.4909450271797636
22	0.762050344985219
23	8.46788715124574
24	-6.035843410901789
25	-2.0839675274777516
26	16.07333821188172
27	6.586229925838842
28	-20.962128041416918
29	-1.8708294666066887
30	10.41951867348819
31	3.9753033515746194
32	-0.3114141118542704
33	-5.665644678121533
34	16.33165320301791
35	12.973283249393486
36	0.7160093171898527
37	-16.317563591344452
38	-1.0795731873621388
39	-10.521209210465962
40	-10.297860030290707
41	3.5952513577279754
42	-18.83808972004043
43	11.304706453999836
44	8.16016036015383
45	7.567121445301759
46	10.286326385411439
47	-4.100443794012518
48	2.6369478593931017
49	-22.552810010440734
50	-20.15702302250066
51	17.65169637006808
52	-20.03191753933795
53	-3.9831175373999588
54	15.927149476185994
55	7.190176281639418
56	9.67969466968827
57	0.9153791895070822
58	4.759245865375648
59	3.7110719006529225
60	4.155773134228973
61	11.296816362441326
62	16.646128932680675
63	18.48627017348794
64	-3.1538831572450268
65	-12.748735169500026
66	-1.2723958517298
67	0.16025506159415875
68	2.8583146668318467
69	20.672187602565103
70	5.391230561287649
71	2.3407050991801492
72	15.275881480940441
73	-13.528050154102186
74	15.432980257559782
75	-3.6688123627881235
76	13.003344396887782
77	-6.164232518478085
78	-5.852658372676284
79	-6.599759174120382
80	-11.124743065689252
81	16.252662789473387
82	0.00192435239710953
83	-3.681426624275559
84	-1.102392364441513
85	5.906330459684944
86	16.847754881729074
87	-3.2117989443987107
88	-11.667836816776816
89	-5.01894709945615
90	-16.84554247791387
91	13.034651983735943
92	-9.950725904681912
93	11.370180988526391
94	1.5884231299078493
95	5.254578977634199
96	9.024487845090086
97	9.416756739448426
98	4.937522514396472
99	17.32339053642756
